request_id,ok,ttft,latency,prompt_tokens,completion_tokens,total_tokens,token_count_source,output_chars,tpot,timed_out,error
20,True,0.3138664138969034,1.9590353399980813,161,128,289,server_usage,591,0.01295408603229274,False,
21,True,0.3126835080329329,1.9590202909894288,159,128,287,server_usage,611,0.01296328175556296,False,
22,True,0.31189696583896875,1.9572139598894864,155,128,283,server_usage,611,0.01295525192165762,False,
23,True,0.3114970449823886,1.959256777074188,155,128,283,server_usage,588,0.012974486079462987,False,
24,True,0.31113948090933263,1.9544489360414445,155,128,283,server_usage,588,0.012939444528599306,False,
25,True,0.3104515259619802,1.9575318701099604,159,128,287,server_usage,591,0.012969136568094333,False,
26,True,0.3410366759635508,1.9630432529374957,158,128,286,server_usage,591,0.012771705330503503,False,
27,True,0.34219307196326554,1.9628882608376443,159,128,287,server_usage,559,0.012761379439955738,False,
28,True,0.34030721290037036,1.961551675805822,158,128,286,server_usage,591,0.012765704432326391,False,
29,True,0.3406100030988455,1.9597302170004696,156,128,284,server_usage,591,0.012748978062217512,False,
30,True,0.3391499549616128,1.9590209820307791,160,128,288,server_usage,669,0.012754889976922569,False,
31,True,0.3388070191722363,1.959178880089894,157,128,285,server_usage,600,0.012758833550532736,False,
32,True,0.02939305594190955,1.7060877110343426,158,128,286,server_usage,589,0.013202320118838056,False,
33,True,0.09419565205462277,1.7242690839339048,157,128,285,server_usage,591,0.012835223873065212,False,
34,True,0.09304014802910388,1.7226681411266327,156,128,284,server_usage,591,0.012831716481082904,False,
